"","task_Type","Congruency","present_time","num_ratio","SurfAreaRatio","CH_Ratio","ADS_Ratio","Density_Ratio","mean_rt"
"1774","Surface Judgment","Congruent","0.034",0.5,0.2891,0.4876,0.5782,0.5929,0.275193683733654
"1775","Surface Judgment","Congruent","0.034",0.5,0.2943,0.4861,0.5885,0.6054,0.36851003082981
"1776","Surface Judgment","Congruent","0.034",0.5,0.2976,0.5007,0.5952,0.5944,0.508705180275398
"1777","Surface Judgment","Congruent","0.034",0.5,0.4456,0.499,0.8912,0.893,0.392689618
"1778","Surface Judgment","Congruent","0.034",0.5,0.4863,0.4982,0.9725,0.976,0.467668905450754
"1779","Surface Judgment","Congruent","0.034",0.5,0.5463,0.4871,0.9152,0.8916,0.710658496
"1780","Surface Judgment","Congruent","0.034",0.5,1.6648,0.489,0.8324,0.814,0.736533248333333
"1781","Surface Judgment","Congruent","0.034",0.5,2.1137,0.4946,0.9462,0.9566,0.44670928258947
"1782","Surface Judgment","Congruent","0.034",0.5,2.3569,0.4976,0.8486,0.8526,0.235461326717472
"1783","Surface Judgment","Congruent","0.034",0.5,3.233,0.4942,0.6186,0.6259,0.298474948770409
"1784","Surface Judgment","Congruent","0.034",0.5,3.3684,0.4965,0.5938,0.598,0.206427991
"1785","Surface Judgment","Congruent","0.034",0.5,3.5199,0.4837,0.5682,0.5874,0.4556352454
"1786","Surface Judgment","Congruent","0.034",0.5,3.7265,0.5159,0.5367,0.5202,0.412632435518486
"1787","Surface Judgment","Congruent","0.034",0.5,3.7589,0.4797,0.5321,0.5546,0.347022340038036
"1788","Surface Judgment","Congruent","0.034",0.5,3.7682,0.5074,0.5308,0.523,0.643232806554516
"1789","Surface Judgment","Congruent","0.034",0.5,3.8435,0.4889,0.5204,0.5321,0.4730914
"1790","Surface Judgment","Congruent","0.034",0.5,3.8672,0.4943,0.5172,0.5231,0.421941788244267
"1791","Surface Judgment","Congruent","0.034",0.5,4.1676,0.479,0.4799,0.5009,0.71420779075
"1792","Surface Judgment","Congruent","0.034",0.5,4.3337,0.4954,0.4615,0.4658,0.366455253871618
"1793","Surface Judgment","Congruent","0.034",0.5,4.3515,0.5051,0.4596,0.455,0.538608753506783
"1794","Surface Judgment","Congruent","0.034",0.5,4.4278,0.4929,0.4517,0.4582,0.247747102400384
"1795","Surface Judgment","Congruent","0.034",0.5,5.1029,0.4866,0.3919,0.4027,0.372187394829985
"1796","Surface Judgment","Congruent","0.034",0.5,5.1365,0.496,0.3894,0.3925,0.456106026573121
"1797","Surface Judgment","Congruent","0.034",0.5,5.1397,0.4865,0.3891,0.3999,0.369267888799372
"1798","Surface Judgment","Congruent","0.034",0.5,5.1433,0.49,0.3889,0.3968,0.347665475464103
"1799","Surface Judgment","Congruent","0.034",0.5,5.1985,0.4881,0.3847,0.3941,0.348761824116854
"1800","Surface Judgment","Congruent","0.034",0.5,5.38,0.4998,0.3717,0.3719,0.467668818166667
"1801","Surface Judgment","Congruent","0.034",0.5,5.5582,0.4747,0.3598,0.379,0.46367431551356
"1802","Surface Judgment","Congruent","0.034",0.5,6.4157,0.4802,0.3117,0.3246,0.349354711260329
"1803","Surface Judgment","Congruent","0.034",0.5,7.9587,0.4803,0.2513,0.2616,0.773190472423863
"1804","Surface Judgment","Congruent","0.034",0.5,9.1486,0.476,0.2186,0.2296,0.582325297566715
"1805","Surface Judgment","Congruent","0.034",0.6,0.1294,0.5772,0.2156,0.2241,0.44115379125
"1806","Surface Judgment","Congruent","0.034",0.6,0.1664,0.5719,0.2774,0.291,0.342062713944745
"1807","Surface Judgment","Congruent","0.034",0.6,0.2188,0.5821,0.3647,0.3759,0.4396958815
"1808","Surface Judgment","Congruent","0.034",0.6,0.2454,0.5861,0.409,0.4187,0.312205549423964
"1809","Surface Judgment","Congruent","0.034",0.6,0.2775,0.5826,0.4625,0.4763,0.424919158438762
"1810","Surface Judgment","Congruent","0.034",0.6,0.2901,0.5829,0.4836,0.4977,0.478284243102861
"1811","Surface Judgment","Congruent","0.034",0.6,0.2904,0.5918,0.484,0.4908,0.46529273325
"1812","Surface Judgment","Congruent","0.034",0.6,0.2975,0.5806,0.4958,0.5124,0.598463464727687
"1813","Surface Judgment","Congruent","0.034",0.6,0.309,0.5891,0.5149,0.5245,0.348555260744002
"1814","Surface Judgment","Congruent","0.034",0.6,0.3185,0.6001,0.5308,0.5307,0.4407660144
"1815","Surface Judgment","Congruent","0.034",0.6,0.3224,0.5802,0.5374,0.5557,0.309923489628085
"1816","Surface Judgment","Congruent","0.034",0.6,0.3245,0.5875,0.5408,0.5524,0.6527605445
"1817","Surface Judgment","Congruent","0.034",0.6,0.3264,0.578,0.544,0.5646,0.378431261027398
"1818","Surface Judgment","Congruent","0.034",0.6,0.3313,0.5976,0.5522,0.5544,0.383326273333333
"1819","Surface Judgment","Congruent","0.034",0.6,0.3412,0.5973,0.5687,0.5713,0.270058545506219
"1820","Surface Judgment","Congruent","0.034",0.6,0.38,0.5842,0.6334,0.6505,0.642210916213832
"1821","Surface Judgment","Congruent","0.034",0.6,0.4009,0.5851,0.6682,0.6853,0.569824387804259
"1822","Surface Judgment","Congruent","0.034",0.6,0.4215,0.5893,0.7026,0.7154,0.523375329912455
"1823","Surface Judgment","Congruent","0.034",0.6,0.4308,0.5917,0.7181,0.7281,0.635099892556913
"1824","Surface Judgment","Congruent","0.034",0.6,0.442,0.582,0.7366,0.7594,0.366601962808043
"1825","Surface Judgment","Congruent","0.034",0.6,0.4503,0.5859,0.7504,0.7685,0.587672002332576
"1826","Surface Judgment","Congruent","0.034",0.6,0.6178,0.5841,0.9712,0.9455,0.384199617333333
"1827","Surface Judgment","Congruent","0.034",0.6,0.6957,0.5761,0.8624,0.828,0.6358081435
"1828","Surface Judgment","Congruent","0.034",0.6,0.9595,0.5923,0.6253,0.6174,0.966782910605749
"1829","Surface Judgment","Congruent","0.034",0.6,1.1126,0.5861,0.6675,0.6521,0.406585736934313
"1830","Surface Judgment","Congruent","0.034",0.6,1.4184,0.6267,0.423,0.4418,0.518429613529585
"1831","Surface Judgment","Congruent","0.034",0.6,1.5062,0.5929,0.9037,0.893,0.45231698425
"1832","Surface Judgment","Congruent","0.034",0.6,2.2583,0.5775,0.738,0.7667,0.479681243407712
"1833","Surface Judgment","Congruent","0.034",0.6,2.4527,0.5827,0.6795,0.6997,0.746058659955072
"1834","Surface Judgment","Congruent","0.034",0.6,2.4818,0.5815,0.6716,0.693,0.5145963982
"1835","Surface Judgment","Congruent","0.034",0.6,2.5372,0.594,0.6569,0.6635,0.411633712439939
"1836","Surface Judgment","Congruent","0.034",0.6,2.5756,0.5789,0.6471,0.6707,0.633712105504313
"1837","Surface Judgment","Congruent","0.034",0.6,2.5898,0.5842,0.6435,0.661,0.492954933732093
"1838","Surface Judgment","Congruent","0.034",0.6,2.7105,0.5833,0.6149,0.6325,0.435313887806611
"1839","Surface Judgment","Congruent","0.034",0.6,2.7707,0.5803,0.6015,0.622,0.476084476343484
"1840","Surface Judgment","Congruent","0.034",0.6,2.8268,0.5821,0.5896,0.6078,0.524112457333333
"1841","Surface Judgment","Congruent","0.034",0.6,2.8407,0.5945,0.5867,0.5921,0.395317979977113
"1842","Surface Judgment","Congruent","0.034",0.6,3.0128,0.5761,0.5532,0.5761,0.882842103
"1843","Surface Judgment","Congruent","0.034",0.6,3.0922,0.5826,0.539,0.5551,0.493325579
"1844","Surface Judgment","Congruent","0.034",0.6,3.1386,0.5836,0.531,0.5459,0.367535458944944
"1845","Surface Judgment","Congruent","0.034",0.6,3.3258,0.597,0.5011,0.5037,0.324793498167144
"1846","Surface Judgment","Congruent","0.034",0.6,3.332,0.5814,0.5002,0.5162,0.40115268075
"1847","Surface Judgment","Congruent","0.034",0.6,3.432,0.5935,0.4856,0.4909,1.839676963
"1848","Surface Judgment","Congruent","0.034",0.6,3.5205,0.584,0.4734,0.4864,0.493740235952766
"1849","Surface Judgment","Congruent","0.034",0.6,3.6176,0.5913,0.4607,0.4675,0.396150319666667
"1850","Surface Judgment","Congruent","0.034",0.6,3.6814,0.5947,0.4527,0.4568,0.571563819461564
"1851","Surface Judgment","Congruent","0.034",0.6,3.7513,0.5839,0.4443,0.4565,0.509396272669326
"1852","Surface Judgment","Congruent","0.034",0.6,3.8146,0.5845,0.4369,0.4485,0.479501465900215
"1853","Surface Judgment","Congruent","0.034",0.6,4.3678,0.5799,0.3816,0.3948,0.679749931289121
"1854","Surface Judgment","Congruent","0.034",0.6,5.7248,0.5835,0.2911,0.2994,0.407524072635063
"1855","Surface Judgment","Congruent","0.034",0.7,0.1974,0.6693,0.282,0.2949,0.313306277714178
"1856","Surface Judgment","Congruent","0.034",0.7,0.2351,0.7278,0.3359,0.3231,0.412865310780842
"1857","Surface Judgment","Congruent","0.034",0.7,0.289,0.6729,0.4128,0.4295,0.516326161040406
"1858","Surface Judgment","Congruent","0.034",0.7,0.292,0.6692,0.4172,0.4364,0.771314682167773
"1859","Surface Judgment","Congruent","0.034",0.7,0.369,0.6823,0.5272,0.5409,0.246057494285714
"1860","Surface Judgment","Congruent","0.034",0.7,0.3778,0.6722,0.5397,0.562,0.2758171355
"1861","Surface Judgment","Congruent","0.034",0.7,0.389,0.678,0.5558,0.5738,0.443320465683531
"1862","Surface Judgment","Congruent","0.034",0.7,0.401,0.6737,0.5728,0.5952,0.725598686
"1863","Surface Judgment","Congruent","0.034",0.7,0.4214,0.6721,0.602,0.6269,0.478428162944602
"1864","Surface Judgment","Congruent","0.034",0.7,0.4325,0.6708,0.6179,0.6448,0.29830486425
"1865","Surface Judgment","Congruent","0.034",0.7,0.4344,0.6809,0.6206,0.638,0.92708998496898
"1866","Surface Judgment","Congruent","0.034",0.7,0.4358,0.6747,0.6226,0.6459,0.72445449660665
"1867","Surface Judgment","Congruent","0.034",0.7,0.4374,0.686,0.6248,0.6375,0.548249383666667
"1868","Surface Judgment","Congruent","0.034",0.7,0.4376,0.6723,0.6251,0.6508,0.67951981507962
"1869","Surface Judgment","Congruent","0.034",0.7,0.4414,0.686,0.6306,0.6434,0.318645625794893
"1870","Surface Judgment","Congruent","0.034",0.7,0.4588,0.6783,0.6555,0.6764,0.728871643092621
"1871","Surface Judgment","Congruent","0.034",0.7,0.4613,0.6741,0.659,0.6843,0.339942391572823
"1872","Surface Judgment","Congruent","0.034",0.7,0.4619,0.6811,0.6598,0.6782,1.26463472533333
"1873","Surface Judgment","Congruent","0.034",0.7,0.4632,0.6808,0.6617,0.6804,0.550473808666667
"1874","Surface Judgment","Congruent","0.034",0.7,0.4659,0.6807,0.6656,0.6844,0.813258693997717
"1875","Surface Judgment","Congruent","0.034",0.7,0.4699,0.7281,0.6713,0.6454,0.411316426300551
"1876","Surface Judgment","Congruent","0.034",0.7,0.485,0.6724,0.6929,0.7213,0.386818935530047
"1877","Surface Judgment","Congruent","0.034",0.7,0.7882,0.6836,0.5518,0.5388,0.557637325166297
"1878","Surface Judgment","Congruent","0.034",0.7,0.8641,0.6772,0.8101,0.7837,1.39627204598336
"1879","Surface Judgment","Congruent","0.034",0.7,0.9423,0.6815,0.7428,0.7233,0.487217187489644
"1880","Surface Judgment","Congruent","0.034",0.7,0.9609,0.6845,0.7285,0.7124,0.949798537
"1881","Surface Judgment","Congruent","0.034",0.7,1.0873,0.6846,0.7611,0.7444,0.135770140450859
"1882","Surface Judgment","Congruent","0.034",0.7,1.6672,0.6773,0.8569,0.8856,0.67316023916712
"1883","Surface Judgment","Congruent","0.034",0.7,1.9249,0.679,0.7422,0.7651,0.30145279486089
"1884","Surface Judgment","Congruent","0.034",0.7,1.935,0.6784,0.7383,0.7618,0.504006984166667
"1885","Surface Judgment","Congruent","0.034",0.7,1.9407,0.68,0.7361,0.7578,1.05881151699788
"1886","Surface Judgment","Congruent","0.034",0.7,1.996,0.6993,0.7157,0.7164,0.660163223085923
"1887","Surface Judgment","Congruent","0.034",0.7,2.0703,0.6882,0.69,0.7019,0.363791114693818
"1888","Surface Judgment","Congruent","0.034",0.7,2.0741,0.6729,0.6888,0.7165,0.485272921333333
"1889","Surface Judgment","Congruent","0.034",0.7,2.1281,0.6822,0.6713,0.6888,0.372952005134843
"1890","Surface Judgment","Congruent","0.034",0.7,2.1282,0.673,0.6712,0.6981,0.948117517333333
"1891","Surface Judgment","Congruent","0.034",0.7,2.1369,0.6726,0.6685,0.6958,0.547121827263563
"1892","Surface Judgment","Congruent","0.034",0.7,2.202,0.6813,0.6488,0.6665,0.332062219056108
"1893","Surface Judgment","Congruent","0.034",0.7,2.2046,0.6772,0.648,0.6698,0.580004177285714
"1894","Surface Judgment","Congruent","0.034",0.7,2.2609,0.6756,0.6319,0.6547,0.443401871912147
"1895","Surface Judgment","Congruent","0.034",0.7,2.2714,0.676,0.629,0.6513,0.358921262640081
"1896","Surface Judgment","Congruent","0.034",0.7,2.4245,0.7002,0.5892,0.589,0.434696675666667
"1897","Surface Judgment","Congruent","0.034",0.7,2.4534,0.6818,0.5823,0.5979,0.304886623356582
"1898","Surface Judgment","Congruent","0.034",0.7,2.4658,0.6776,0.5794,0.5985,0.424998961572174
"1899","Surface Judgment","Congruent","0.034",0.7,2.4688,0.6805,0.5786,0.5952,0.566572826
"1900","Surface Judgment","Congruent","0.034",0.7,2.5298,0.6703,0.5647,0.5897,0.590400036818564
"1901","Surface Judgment","Congruent","0.034",0.7,2.7647,0.6778,0.5167,0.5337,0.448398136299076
"1902","Surface Judgment","Congruent","0.034",0.7,3.638,0.6769,0.3927,0.4061,0.85424052525
"1903","Surface Judgment","Congruent","0.034",0.7,3.7789,0.7295,0.378,0.3628,0.597563999167996
"1904","Surface Judgment","Congruent","0.034",0.7,4.4749,0.679,0.3192,0.3291,0.396889556241037
"1905","Surface Judgment","Congruent","0.034",0.8,0.3774,0.769,0.4718,0.4908,0.435115443415488
"1906","Surface Judgment","Congruent","0.034",0.8,0.3853,0.7712,0.4816,0.4996,0.4339483682
"1907","Surface Judgment","Congruent","0.034",0.8,0.4979,0.7779,0.6224,0.6401,0.768120658
"1908","Surface Judgment","Congruent","0.034",0.8,0.5132,0.8329,0.6416,0.6162,1.08246310540815
"1909","Surface Judgment","Congruent","0.034",0.8,0.5465,0.7746,0.6831,0.7056,0.53096508275
"1910","Surface Judgment","Congruent","0.034",0.8,0.5502,0.7678,0.6877,0.7166,0.353112095666667
"1911","Surface Judgment","Congruent","0.034",0.8,0.5591,0.7726,0.6988,0.7236,0.642595366733762
"1912","Surface Judgment","Congruent","0.034",0.8,0.5785,0.7707,0.7231,0.7506,0.36723686
"1913","Surface Judgment","Congruent","0.034",0.8,0.6125,0.7677,0.7656,0.7979,0.974651426184166
"1914","Surface Judgment","Congruent","0.034",0.8,0.6173,0.7735,0.7717,0.7981,0.4736299775
"1915","Surface Judgment","Congruent","0.034",0.8,0.6408,0.766,0.801,0.8366,0.388893911901037
"1916","Surface Judgment","Congruent","0.034",0.8,0.6737,0.7693,0.8421,0.8756,0.978825937482864
"1917","Surface Judgment","Congruent","0.034",0.8,0.6741,0.77,0.8426,0.8755,0.505819987
"1918","Surface Judgment","Congruent","0.034",0.8,0.6989,0.8357,0.8736,0.8362,0.540859404749637
"1919","Surface Judgment","Congruent","0.034",0.8,0.7077,0.7796,0.8847,0.9079,0.42989635104907
"1920","Surface Judgment","Congruent","0.034",0.8,0.7141,0.7682,0.8926,0.9296,0.470474062
"1921","Surface Judgment","Congruent","0.034",0.8,0.7179,0.7687,0.8974,0.9339,0.462837159482863
"1922","Surface Judgment","Congruent","0.034",0.8,0.7257,0.7752,0.5805,0.5625,0.37854277675
"1923","Surface Judgment","Congruent","0.034",0.8,0.7414,0.7873,0.9267,0.9416,0.842041936742476
"1924","Surface Judgment","Congruent","0.034",0.8,0.7423,0.8313,0.5939,0.6171,0.28927384119475
"1925","Surface Judgment","Congruent","0.034",0.8,0.745,0.7764,0.9313,0.9596,0.383627101801726
"1926","Surface Judgment","Congruent","0.034",0.8,0.7506,0.8318,0.9383,0.9024,0.482099687266226
"1927","Surface Judgment","Congruent","0.034",0.8,0.7712,0.7741,0.617,0.597,0.558535571065117
"1928","Surface Judgment","Congruent","0.034",0.8,0.7899,0.7755,0.9874,0.9817,0.571071393655183
"1929","Surface Judgment","Congruent","0.034",0.8,0.8115,0.7671,0.6492,0.6225,0.385066987810012
"1930","Surface Judgment","Congruent","0.034",0.8,0.8199,0.8359,0.9757,0.9809,0.464592497023642
"1931","Surface Judgment","Congruent","0.034",0.8,1.0072,0.7737,0.7943,0.7681,0.430389641484966
"1932","Surface Judgment","Congruent","0.034",0.8,1.172,0.7696,0.9376,0.9019,0.8423617365
"1933","Surface Judgment","Congruent","0.034",0.8,1.1859,0.8359,0.9488,0.9914,0.328306224666667
"1934","Surface Judgment","Congruent","0.034",0.8,1.1898,0.7674,0.6724,0.645,0.472919968691118
"1935","Surface Judgment","Congruent","0.034",0.8,1.2848,0.7732,0.9729,0.9934,0.639420191539822
"1936","Surface Judgment","Congruent","0.034",0.8,1.3098,0.7671,0.9543,0.9953,0.107414310998592
"1937","Surface Judgment","Congruent","0.034",0.8,1.3172,0.8315,0.949,0.9131,0.408200649373731
"1938","Surface Judgment","Congruent","0.034",0.8,1.3247,0.8356,0.9436,0.9035,0.622425828666667
"1939","Surface Judgment","Congruent","0.034",0.8,1.34,0.7739,0.9329,0.9644,0.570262278901717
"1940","Surface Judgment","Congruent","0.034",0.8,1.4331,0.7751,0.8723,0.9002,0.42559460875527
"1941","Surface Judgment","Congruent","0.034",0.8,1.4377,0.7662,0.8694,0.9078,0.473551654424869
"1942","Surface Judgment","Congruent","0.034",0.8,1.4464,0.7688,0.8642,0.8993,0.714991858333333
"1943","Surface Judgment","Congruent","0.034",0.8,1.4504,0.8343,0.8619,0.8264,0.6247570525
"1944","Surface Judgment","Congruent","0.034",0.8,1.5582,0.7692,0.8022,0.8344,0.482645989792309
"1945","Surface Judgment","Congruent","0.034",0.8,1.5683,0.7804,0.797,0.8171,0.473795795885675
"1946","Surface Judgment","Congruent","0.034",0.8,1.7465,0.7709,0.7157,0.7428,0.363664132594438
"1947","Surface Judgment","Congruent","0.034",0.8,1.7605,0.7707,0.71,0.7371,0.488445667702525
"1948","Surface Judgment","Congruent","0.034",0.8,1.7703,0.7731,0.7061,0.7306,0.6174320475
"1949","Surface Judgment","Congruent","0.034",0.8,1.9619,0.772,0.6371,0.6602,0.360129311527422
"1950","Surface Judgment","Congruent","0.034",0.8,2.0939,0.7726,0.597,0.6182,0.635633947984005
"1951","Surface Judgment","Congruent","0.034",0.8,2.5859,0.765,0.4834,0.5055,0.321470514425168
"1952","Surface Judgment","Congruent","0.034",0.8,2.7311,0.7714,0.4577,0.4746,0.744609345510992
"1953","Surface Judgment","Congruent","0.034",0.8,2.7474,0.7694,0.455,0.473,0.4550499062
"1954","Surface Judgment","Congruent","0.1",0.5,0.1374,0.49,0.2748,0.2804,0.196274251172689
"1955","Surface Judgment","Congruent","0.1",0.5,0.1548,0.4878,0.3096,0.3174,0.248489477833333
"1956","Surface Judgment","Congruent","0.1",0.5,0.1572,0.4805,0.3143,0.3271,0.333288442796515
"1957","Surface Judgment","Congruent","0.1",0.5,0.1674,0.4922,0.3349,0.3401,0.355730463179297
"1958","Surface Judgment","Congruent","0.1",0.5,0.1764,0.49,0.3527,0.3599,0.235521438749496
"1959","Surface Judgment","Congruent","0.1",0.5,0.1796,0.5002,0.3592,0.3591,0.243313084718787
"1960","Surface Judgment","Congruent","0.1",0.5,0.1836,0.4843,0.3671,0.379,0.245413414767685
"1961","Surface Judgment","Congruent","0.1",0.5,0.1928,0.4956,0.3856,0.3891,0.237060625910531
"1962","Surface Judgment","Congruent","0.1",0.5,0.1933,0.4931,0.3867,0.3921,0.320615537486823
"1963","Surface Judgment","Congruent","0.1",0.5,0.2002,0.4817,0.4003,0.4155,0.308482445709943
"1964","Surface Judgment","Congruent","0.1",0.5,0.2063,0.4776,0.4126,0.432,0.257243511289513
"1965","Surface Judgment","Congruent","0.1",0.5,0.2097,0.4878,0.4195,0.4299,0.251952354306085
"1966","Surface Judgment","Congruent","0.1",0.5,0.2157,0.4924,0.4314,0.438,0.278702743801332
"1967","Surface Judgment","Congruent","0.1",0.5,0.22,0.4937,0.4399,0.4455,0.225687218502136
"1968","Surface Judgment","Congruent","0.1",0.5,0.2231,0.4988,0.4462,0.4473,0.434689575116311
"1969","Surface Judgment","Congruent","0.1",0.5,0.2264,0.4854,0.4529,0.4665,0.235434976151154
"1970","Surface Judgment","Congruent","0.1",0.5,0.231,0.4795,0.462,0.4818,0.276726950531229
"1971","Surface Judgment","Congruent","0.1",0.5,0.2628,0.4939,0.5256,0.5321,0.336951762558913
"1972","Surface Judgment","Congruent","0.1",0.5,0.2751,0.496,0.5502,0.5546,0.269219284835117
"1973","Surface Judgment","Congruent","0.1",0.5,0.2891,0.4876,0.5782,0.5929,0.183810866529908
"1974","Surface Judgment","Congruent","0.1",0.5,0.2943,0.4861,0.5885,0.6054,0.239158667514107
"1975","Surface Judgment","Congruent","0.1",0.5,0.2976,0.5007,0.5952,0.5944,0.195726963970609
"1976","Surface Judgment","Congruent","0.1",0.5,0.4456,0.499,0.8912,0.893,0.302497979455184
"1977","Surface Judgment","Congruent","0.1",0.5,0.4863,0.4982,0.9725,0.976,0.425319207437155
"1978","Surface Judgment","Congruent","0.1",0.5,0.5463,0.4871,0.9152,0.8916,0.3195897008291
"1979","Surface Judgment","Congruent","0.1",0.5,1.6648,0.489,0.8324,0.814,0.409289821833333
"1980","Surface Judgment","Congruent","0.1",0.5,2.1137,0.4946,0.9462,0.9566,0.68171650247894
"1981","Surface Judgment","Congruent","0.1",0.5,2.3569,0.4976,0.8486,0.8526,0.395035157566181
"1982","Surface Judgment","Congruent","0.1",0.5,3.233,0.4942,0.6186,0.6259,0.384241635461494
"1983","Surface Judgment","Congruent","0.1",0.5,3.3684,0.4965,0.5938,0.598,0.290429279432592
"1984","Surface Judgment","Congruent","0.1",0.5,3.5199,0.4837,0.5682,0.5874,0.354516389040808
"1985","Surface Judgment","Congruent","0.1",0.5,3.7265,0.5159,0.5367,0.5202,0.363083022854521
"1986","Surface Judgment","Congruent","0.1",0.5,3.7589,0.4797,0.5321,0.5546,0.26990255019139
"1987","Surface Judgment","Congruent","0.1",0.5,3.7682,0.5074,0.5308,0.523,0.224023164248702
"1988","Surface Judgment","Congruent","0.1",0.5,3.8435,0.4889,0.5204,0.5321,0.308751969229803
"1989","Surface Judgment","Congruent","0.1",0.5,3.8672,0.4943,0.5172,0.5231,0.350354200556626
"1990","Surface Judgment","Congruent","0.1",0.5,4.1676,0.479,0.4799,0.5009,0.438501414444444
"1991","Surface Judgment","Congruent","0.1",0.5,4.3337,0.4954,0.4615,0.4658,0.33924108305923
"1992","Surface Judgment","Congruent","0.1",0.5,4.3515,0.5051,0.4596,0.455,0.370892330166667
"1993","Surface Judgment","Congruent","0.1",0.5,4.4278,0.4929,0.4517,0.4582,0.28422586354475
"1994","Surface Judgment","Congruent","0.1",0.5,5.1029,0.4866,0.3919,0.4027,0.270748945370495
"1995","Surface Judgment","Congruent","0.1",0.5,5.1365,0.496,0.3894,0.3925,0.180433688140539
"1996","Surface Judgment","Congruent","0.1",0.5,5.1397,0.4865,0.3891,0.3999,0.453845752539052
"1997","Surface Judgment","Congruent","0.1",0.5,5.1433,0.49,0.3889,0.3968,0.366392553179698
"1998","Surface Judgment","Congruent","0.1",0.5,5.1985,0.4881,0.3847,0.3941,0.3833225243055
"1999","Surface Judgment","Congruent","0.1",0.5,5.38,0.4998,0.3717,0.3719,0.492484430026436
"2000","Surface Judgment","Congruent","0.1",0.5,5.5582,0.4747,0.3598,0.379,0.259977130580935
"2001","Surface Judgment","Congruent","0.1",0.5,6.4157,0.4802,0.3117,0.3246,0.3493548605
"2002","Surface Judgment","Congruent","0.1",0.5,7.9587,0.4803,0.2513,0.2616,0.29714349484881
"2003","Surface Judgment","Congruent","0.1",0.5,9.1486,0.476,0.2186,0.2296,0.407066971321584
"2004","Surface Judgment","Congruent","0.1",0.6,0.1294,0.5772,0.2156,0.2241,0.260003682472764
"2005","Surface Judgment","Congruent","0.1",0.6,0.1664,0.5719,0.2774,0.291,0.294037791056784
"2006","Surface Judgment","Congruent","0.1",0.6,0.2188,0.5821,0.3647,0.3759,0.560437591548298
"2007","Surface Judgment","Congruent","0.1",0.6,0.2454,0.5861,0.409,0.4187,0.295314633577871
"2008","Surface Judgment","Congruent","0.1",0.6,0.2775,0.5826,0.4625,0.4763,0.406886051445477
"2009","Surface Judgment","Congruent","0.1",0.6,0.2901,0.5829,0.4836,0.4977,0.380788869088602
"2010","Surface Judgment","Congruent","0.1",0.6,0.2904,0.5918,0.484,0.4908,0.267366282484365
"2011","Surface Judgment","Congruent","0.1",0.6,0.2975,0.5806,0.4958,0.5124,0.354537679110308
"2012","Surface Judgment","Congruent","0.1",0.6,0.309,0.5891,0.5149,0.5245,0.357955208004153
"2013","Surface Judgment","Congruent","0.1",0.6,0.3185,0.6001,0.5308,0.5307,0.254462356557339
"2014","Surface Judgment","Congruent","0.1",0.6,0.3224,0.5802,0.5374,0.5557,0.251495023378132
"2015","Surface Judgment","Congruent","0.1",0.6,0.3245,0.5875,0.5408,0.5524,0.287682824877018
"2016","Surface Judgment","Congruent","0.1",0.6,0.3264,0.578,0.544,0.5646,0.307383856500097
"2017","Surface Judgment","Congruent","0.1",0.6,0.3313,0.5976,0.5522,0.5544,0.452669750474979
"2018","Surface Judgment","Congruent","0.1",0.6,0.3412,0.5973,0.5687,0.5713,0.334462584375182
"2019","Surface Judgment","Congruent","0.1",0.6,0.38,0.5842,0.6334,0.6505,0.518583479715194
"2020","Surface Judgment","Congruent","0.1",0.6,0.4009,0.5851,0.6682,0.6853,0.378068958479324
"2021","Surface Judgment","Congruent","0.1",0.6,0.4215,0.5893,0.7026,0.7154,0.232202671397725
"2022","Surface Judgment","Congruent","0.1",0.6,0.4308,0.5917,0.7181,0.7281,0.342130404241625
"2023","Surface Judgment","Congruent","0.1",0.6,0.442,0.582,0.7366,0.7594,0.530268676883915
"2024","Surface Judgment","Congruent","0.1",0.6,0.4503,0.5859,0.7504,0.7685,0.410316332446923
"2025","Surface Judgment","Congruent","0.1",0.6,0.6178,0.5841,0.9712,0.9455,0.69247499021518
"2026","Surface Judgment","Congruent","0.1",0.6,0.6957,0.5761,0.8624,0.828,0.476002753954786
"2027","Surface Judgment","Congruent","0.1",0.6,0.9595,0.5923,0.6253,0.6174,0.306520973325645
"2028","Surface Judgment","Congruent","0.1",0.6,1.1126,0.5861,0.6675,0.6521,0.7651559235
"2029","Surface Judgment","Congruent","0.1",0.6,1.4184,0.6267,0.423,0.4418,0.671781688843582
"2030","Surface Judgment","Congruent","0.1",0.6,1.5062,0.5929,0.9037,0.893,0.329060516666667
"2031","Surface Judgment","Congruent","0.1",0.6,2.2583,0.5775,0.738,0.7667,0.402664060995095
"2032","Surface Judgment","Congruent","0.1",0.6,2.4527,0.5827,0.6795,0.6997,0.233813041358
"2033","Surface Judgment","Congruent","0.1",0.6,2.4818,0.5815,0.6716,0.693,0.411888799542305
"2034","Surface Judgment","Congruent","0.1",0.6,2.5372,0.594,0.6569,0.6635,0.422278714444444
"2035","Surface Judgment","Congruent","0.1",0.6,2.5756,0.5789,0.6471,0.6707,0.401996204293455
"2036","Surface Judgment","Congruent","0.1",0.6,2.5898,0.5842,0.6435,0.661,0.317003155461281
"2037","Surface Judgment","Congruent","0.1",0.6,2.7105,0.5833,0.6149,0.6325,0.505947002203209
"2038","Surface Judgment","Congruent","0.1",0.6,2.7707,0.5803,0.6015,0.622,0.40559615471393
"2039","Surface Judgment","Congruent","0.1",0.6,2.8268,0.5821,0.5896,0.6078,0.358142540864432
